OBJECTID_1,OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Num_Counties,County_NUM_1,County_NUM_2,Month
14027,14027,1996,CA,USF,ANF,CREEK,0,8/4/1996 0:00,8/4/1996 0:00,4,,20,14.9057131,8,1,176,1,19,19,8
2762,2762,1996,CA,CDF,SCU,PATTERSON,2223,8/3/1996 0:00,,2,,,475.1038208,,1,248,2,1,39,8
5709,5709,1996,CA,CDF,AEU,SCOTT,2866,8/2/1996 0:00,,7,,,8827.9580078,,1,345,2,9,34,8
10855,10855,1996,CA,CDF,LNU,PG&E #8,593,8/2/1996 0:00,,14,,,2106.7539063,,1,156,2,28,49,8
18202,18202,1996,CA,NPS,KNP,BIG ARROY,0,8/2/1996 0:00,11/5/1996 0:00,1,,3500,3496.583252,8,2,82,1,54,54,8
8937,8937,1996,CA,USF,SQF,BOREL,0,8/1/1996 0:00,8/5/1996 0:00,9,,2650,2523.6228027,8,1,81,1,15,15,8
8939,8939,1996,CA,USF,SQF,GARDEN,0,8/1/1996 0:00,8/2/1996 0:00,9,,20,11.6252584,8,1,82,1,15,15,8
14102,14102,1996,CA,CDF,MMU,STUMPFIELD,10397,8/1/1996 0:00,,14,,,3710.3266602,,1,352,1,22,22,8
7006,7006,1996,CA,CDF,MVU,OTAY #269,5680,7/31/1996 0:00,,4,,,575.5061646,,1,1097,1,37,37,7
3141,3141,1996,CA,USF,SQF,PAINT,0,7/30/1996 0:00,7/31/1996 0:00,7,,30,26.7521534,8,1,79,1,54,54,7
5590,5590,1996,CA,BLM,BBD,B V II,0,7/30/1996 0:00,7/30/1996 0:00,4,,228,247.4004669,8,1,0000D191,1,15,15,7
8908,8908,1996,CA,USF,INF,BUTTERMILK,0,7/29/1996 0:00,7/31/1996 0:00,1,,59,55.2857513,8,1,38,1,14,14,7
10384,10384,1996,CA,USF,ENF,KYBURZ,0,7/29/1996 0:00,7/30/1996 0:00,9,,15,14.6360292,8,1,28,1,9,9,7
14064,14064,1996,CA,CDF,RRU,OAK,38642,7/29/1996 0:00,,14,,,110.1536026,,1,0,2,33,36,7
15247,15247,1996,CA,USF,MDF,SAND,0,7/29/1996 0:00,7/29/1996 0:00,1,,17,10.0837336,8,1,34,1,25,25,7
5855,5855,1996,CA,CDF,FKU,TRIMMER,32476,7/28/1996 0:00,,10,,,223.5526886,,1,184,1,10,10,7
18199,18199,1996,CA,NPS,KNP,HOSPITAL,0,7/28/1996 0:00,8/10/1996 0:00,4,,295,295.1565552,8,1,75,1,54,54,7
8288,8288,1996,CA,CDF,TUU,LINDSAY,6883,7/27/1996 0:00,,14,,,325.8070679,,1,136,1,54,54,7
18537,18537,1996,CA,NPS,YNP,ADAM,94,7/27/1996 0:00,,1,,248.3350494916,248.3360443,8,2,94,2,20,22,7
10383,10383,1996,CA,USF,ENF,SILVER,0,7/26/1996 0:00,7/27/1996 0:00,9,,31,31.4609318,8,1,25,1,9,9,7
10417,10417,1996,CA,BLM,NOD, ,0,7/26/1996 0:00,,1,,35,29.464468,,1,0000D365,1,25,25,7
18198,18198,1996,CA,NPS,KNP,CASTLE CO,0,7/26/1996 0:00,11/5/1996 0:00,1,,1460,2692.6015625,8,1,72,1,54,54,7
15242,15242,1996,CA,USF,PNF,MADDALENA,0,7/25/1996 0:00,7/30/1996 0:00,2,,4660,3975.4282227,8,1,86,1,32,32,7
5856,5856,1996,CA,CDF,SLU,SUEY INCIDENT,0,7/23/1996 0:00,,14,,,731.0844727,,1,0,1,40,40,7
13047,13047,1996,CA,CCO,KRN,WHITE OAK,0,7/23/1996 0:00,,7,,,7180.4951172,,1,0,1,15,15,7
13989,13989,1996,CA,CDF,MVU,OTAY #268,5431,7/23/1996 0:00,,9,,,417.2055359,,1,1052,1,37,37,7
5589,5589,1996,CA,BLM,BBD,REDRO,0,7/20/1996 0:00,7/21/1996 0:00,4,,105,74.7011871,8,1,0000D179,1,55,55,7
5713,5713,1996,CA,CDF,SCU,MINES ROAD,2024,7/20/1996 0:00,,2,,,174.0512695,,1,220,2,1,43,7
8289,8289,1996,CA,CDF,TUU,PARK,7720,7/20/1996 0:00,,14,,,548.0892334,,1,174,1,54,54,7
11294,11294,1996,CA,CDF,RRU,PHILADELPHIA,36889,7/20/1996 0:00,,14,,,1834.5974121,,1,1308,2,33,36,7
5588,5588,1996,CA,BLM,BBD,GILBRETH,0,7/19/1996 0:00,7/19/1996 0:00,7,,3500,4238.1674805,8,1,0000D176,1,15,15,7
12170,12170,1996,CA,USF,BDF,DEVORE,0,7/19/1996 0:00,7/19/1996 0:00,2,,25,8.7450762,8,1,127,1,36,36,7
14063,14063,1996,CA,CDF,RRU,MADERO,36713,7/19/1996 0:00,,2,,,92.536972,,1,1299,1,33,33,7
9359,9359,1996,CA,CDF,SLU,WELLSONA,2513,7/18/1996 0:00,,14,,,22.6925621,,1,0,1,40,40,7
5587,5587,1996,CA,BLM,BBD,MIDWAY,0,7/17/1996 0:00,7/17/1996 0:00,3,,350,359.0099487,8,1,0000D172,1,40,40,7
10850,10850,1996,CA,CDF,LMU,CENTER FIRE,0,7/16/1996 0:00,,14,,,125.865654,,1,0,1,18,18,7
10861,10861,1996,CA,USF,INF,SAGE FLAT,0,7/15/1996 0:00,7/17/1996 0:00,2,,2091,2126.7089844,8,1,25,1,14,14,7
8907,8907,1996,CA,USF,INF,TIOGA,0,7/14/1996 0:00,7/16/1996 0:00,1,,14,13.8131847,8,1,23,1,26,26,7
18196,18196,1996,CA,NPS,KNP,RATTLESNA,0,7/13/1996 0:00,8/27/1996 0:00,1,,4,7.1270456,8,2,59,1,10,10,7
18538,18538,1996,CA,NPS,YNP,PORCUPINE,73,7/13/1996 0:00,,1,,17.0578485856,17.0579147,8,2,73,1,22,22,7
18539,18539,1996,CA,NPS,YNP,PORCUPINE,73,7/13/1996 0:00,,1,,88.3198554806,88.3202133,8,2,73,1,22,22,7
8906,8906,1996,CA,USF,ANF,NORTH FORK,0,7/12/1996 0:00,7/20/1996 0:00,2,,400,246.518631,8,1,137,1,19,19,7
13642,13642,1996,CA,CCO,LAC,BOUQUET FIRE NO. II,961041,7/12/1996 0:00,,14,,,99.6371536,,1,10,1,19,19,7
18203,18203,1996,CA,NPS,KNP,PALMER,0,7/12/1996 0:00,7/16/1996 0:00,1,,4,7.3818688,8,1,55,1,54,54,7
5857,5857,1996,CA,CCO,VNC,GORGE,0000034l,7/11/1996 0:00,7/16/1996 0:00,1,,1800,1382.5686035,8,1,0,2,19,56,7
12981,12981,1996,CA,USF,SQF,WILLOW,0,7/11/1996 0:00,7/12/1996 0:00,1,,633,616.946167,8,1,48,1,15,15,7
18201,18201,1996,CA,NPS,KNP,CASTLE,0,7/11/1996 0:00,11/5/1996 0:00,1,,57,58.9649849,8,2,51,1,54,54,7
13638,13638,1996,CA,CCO,LAC,AQUADUCT FIRE II,961031,7/10/1996 0:00,,14,,,81.2940369,,1,13,1,19,19,7
13635,13635,1996,CA,CCO,LAC,HUGHES FIRE,961027,7/9/1996 0:00,,14,,,41.7981873,,1,64,1,19,19,7
13641,13641,1996,CA,CCO,LAC,HASLEY FIRE,961020,7/8/1996 0:00,,14,,,238.2367554,,1,40,1,19,19,7
8199,8199,1996,CA,USF,SQF,COW #1,0,7/6/1996 0:00,7/6/1996 0:00,7,,650,382.6897583,8,1,43,1,54,54,7
11300,11300,1996,CA,CCO,VNC,ONDULANDO,0,7/6/1996 0:00,,14,,,402.1622925,,1,0,1,56,56,7
7003,7003,1996,CA,CDF,MVU,WHITE,0,7/5/1996 0:00,,14,,,61.7081718,,1,81,1,37,37,7
11357,11357,1996,CA,USF,SRF,RED,0,7/5/1996 0:00,7/5/1996 0:00,7,,40,40.0294914,8,1,501720,1,12,12,7
10571,10571,1996,CA,BLM,BBD,GOOSE,0,7/4/1996 0:00,7/4/1996 0:00,7,,1800,1295.5509033,8,1,0000D140,1,15,15,7
10572,10572,1996,CA,BLM,BBD,CANYON,0,7/4/1996 0:00,7/6/1996 0:00,2,,170,143.8486176,8,1,0000D142,1,5,5,7
10570,10570,1996,CA,BLM,BBD,CUYAMA,0,7/3/1996 0:00,7/5/1996 0:00,5,,1590,1400.2906494,8,1,0000D139,1,42,42,7
14103,14103,1996,CA,CDF,LMU,BYERS FIRE,0,7/3/1996 0:00,,14,,,1019.0861206,,1,0,1,18,18,7
14395,14395,1996,CA,USF,LPF,WASIOJA,0,7/3/1996 0:00,7/6/1996 0:00,2,,2830,2812.1210938,8,1,26,1,42,42,7
10569,10569,1996,CA,BLM,BBD,JAMES,0,7/2/1996 0:00,7/2/1996 0:00,7,,175,68.770607,8,1,0000D137,1,15,15,7
12160,12160,1996,CA,CDF,RRU,DIEGO,33366,7/2/1996 0:00,,14,,,1089.7567139,,1,0,1,33,33,7
12519,12519,1996,CA,CCO,VNC,GRAND,0,7/2/1996 0:00,,9,,,10949.5224609,,1,0,1,56,56,7
3143,3143,1996,CA,USF,SQF,ROCK #2,0,6/30/1996 0:00,6/30/1996 0:00,7,,30,13.5499554,8,1,38,1,54,54,6
7492,7492,1996,CA,USF,ANF,ACTON II,0,6/30/1996 0:00,6/30/1996 0:00,9,,25,23.2726974,8,1,109,1,19,19,6
8909,8909,1996,CA,USF,INF,FORK,0,6/30/1996 0:00,6/30/1996 0:00,1,,70,92.2638855,8,1,15,1,54,54,6
13101,13101,1996,CA,CDF,MVU,RINCON,4723,6/30/1996 0:00,,14,,,177.2839813,,1,887,1,37,37,6
14025,14025,1996,CA,USF,ANF,EL DORADO,0,6/30/1996 0:00,7/2/1996 0:00,4,,150,91.8114853,8,1,110,1,19,19,6
14062,14062,1996,CA,CDF,RRU,KITCHING,32945,6/30/1996 0:00,,2,,,1256.3970947,,1,1103,1,33,33,6
12990,12990,1996,CA,CDF,BEU,INDIAN,1776,6/29/1996 0:00,,14,,,704.2374268,,1,0,1,27,27,6
13844,13844,1996,CA,USF,BDF,BEE #2,0,6/29/1996 0:00,7/6/1996 0:00,9,,9620,10046.3730469,8,1,106,1,33,33,6
13997,13997,1996,CA,CDF,RRU,CIRCLE,32938,6/29/1996 0:00,,2,,,1026.7991943,,1,1102,1,33,33,6
14057,14057,1996,CA,CDF,RRU,PECHANGA,32892,6/29/1996 0:00,,14,,,1911.7718506,,1,1093,1,33,33,6
14061,14061,1996,CA,CDF,RRU,DOVE,32935,6/29/1996 0:00,,2,,,658.2557983,,1,1105,1,33,33,6
14316,14316,1996,CA,USF,ANF,BICHOTA,0,6/29/1996 0:00,7/4/1996 0:00,4,,1800,1572.8983154,8,1,106,1,19,19,6
8003,8003,1996,CA,USF,SQF,FORK,0,6/27/1996 0:00,6/28/1996 0:00,7,,15,11.0871992,8,1,35,1,54,54,6
18197,18197,1996,CA,NPS,KNP,DORST,0,6/27/1996 0:00,11/18/1996 0:00,1,,1400,1459.859375,8,2,33,1,54,54,6
14059,14059,1996,CA,CDF,RRU,RECHE,32409,6/26/1996 0:00,,2,,,374.6758423,,1,1065,2,33,36,6
14065,14065,1996,CA,CDF,RRU,TRAMWAY,32386,6/26/1996 0:00,,14,,,413.8626404,,1,0,1,33,33,6
13991,13991,1996,CA,CDF,MVU,OTAY #245,4549,6/25/1996 0:00,,4,,,125.8382492,,1,843,1,37,37,6
8936,8936,1996,CA,USF,SQF,SIERRA,0,6/24/1996 0:00,6/24/1996 0:00,9,,1092,1136.746582,8,1,32,1,15,15,6
10568,10568,1996,CA,BLM,BBD,58,0,6/23/1996 0:00,6/25/1996 0:00,2,,50,45.4999657,8,1,0000D128,1,15,15,6
10860,10860,1996,NV,USF,TOI, ,0,6/23/1996 0:00,,8,,,3802.1525879,,1,13,1,2,2,6
11295,11295,1996,CA,CDF,RRU,SOBOBA,31868,6/23/1996 0:00,,8,,,689.5718384,,1,1039,1,33,33,6
12991,12991,1996,CA,CDF,BEU,PG&E #13,2890,6/23/1996 0:00,,14,,,757.6445923,,1,0,1,27,27,6
13999,13999,1996,CA,CDF,RRU,JACKRABBIT,31877,6/23/1996 0:00,,2,,,362.1758118,,1,1040,1,33,33,6
10567,10567,1996,CA,BLM,BBD,CORCORAN,0,6/22/1996 0:00,6/22/1996 0:00,7,,448,404.036499,8,1,0000D125,1,15,15,6
11039,11039,1996,CA,USF,TNF,HUNGRY,0,6/21/1996 0:00,6/24/1996 0:00,9, ,45,70.1966019,,1,7,1,46,46,6
14060,14060,1996,CA,CDF,RRU,TENAJA,31303,6/20/1996 0:00,,14,,,137.7728882,,1,0,1,33,33,6
7004,7004,1996,CA,CDF,MVU,HWY 94,0,6/19/1996 0:00,,14,,,202.1846771,,1,78,1,37,37,6
10566,10566,1996,CA,BLM,BBD,SPANISH 11,0,6/19/1996 0:00,6/19/1996 0:00,3,,121,169.9312897,8,1,0000D119,2,40,42,6
12176,12176,1996,CA,CCO,LAC,RANCH FIRE II,969105,6/19/1996 0:00,,14,,,558.9206543,,1,0,1,19,19,6
13104,13104,1996,CA,CDF,MVU,EGG,0,6/19/1996 0:00,,14,,,804.7271729,,1,76,1,37,37,6
7005,7005,1996,CA,CDF,MVU,SPENCER,0,6/18/1996 0:00,,14,,,492.3844299,,1,77,1,37,37,6
10386,10386,1996,CA,USF,SRF,LITTLE LOW,0,6/18/1996 0:00,6/19/1996 0:00,9,,21,21.409687,8,1,4,1,53,53,6
14056,14056,1996,CA,CDF,RRU,PAT,30936,6/18/1996 0:00,,2,,,165.4511414,,1,998,1,33,33,6
9360,9360,1996,CA,CCO,KRN,OIL,0,6/17/1996 0:00,,7,,,1895.9660645,,1,0,1,15,15,6
13050,13050,1996,CA,USF,LPF,TASSAJARA,0,6/17/1996 0:00,6/17/1996 0:00,5,,18,18.1772118,8,1,19,1,27,27,6
13046,13046,1996,CA,CCO,KRN,INDIAN,0,6/15/1996 0:00,,1,,,770.8057251,,1,0,1,15,15,6
12163,12163,1996,CA,USF,BDF,MORMAN,0,6/14/1996 0:00,6/14/1996 0:00,6,,65,64.5969543,8,1,78,1,36,36,6
12164,12164,1996,CA,USF,BDF,CLEGHORN,0,6/14/1996 0:00,6/14/1996 0:00,7,,130,68.775322,8,1,79,1,36,36,6
5858,5858,1996,CA,CDF,BEU,EADE,1563,6/12/1996 0:00,,14,,,309.1411743,,1,0,1,27,27,6
5586,5586,1996,CA,BLM,BBD,RESERVE,0,6/11/1996 0:00,6/11/1996 0:00,11,,100,174.9359894,8,1,0000D108,1,15,15,6
11297,11297,1996,CA,CDF,RRU,ESPARANZA,29599,6/11/1996 0:00,,7,,,380.6697998,,1,928,1,33,33,6
12162,12162,1996,CA,CDF,RRU,CHISHOLM,29488,6/10/1996 0:00,,2,,,471.7425232,,1,921,1,33,33,6
12591,12591,1996,CA,USF,CNF,CEDAR,0,6/10/1996 0:00,6/12/1996 0:00,4,,483,483.3128967,8,1,30,1,37,37,6
14000,14000,1996,CA,CDF,RRU,NEWPORT,29486,6/10/1996 0:00,,2,,,288.6266785,,1,920,1,33,33,6
8975,8975,1996,CA,USF,ANF,FENCE,3293,6/9/1996 0:00,6/9/1996 0:00,9,,11,11.203826,8,1,88,1,19,19,6
5712,5712,1996,CA,CDF,SCU,DEL VALLE,1410,6/8/1996 0:00,,2,,,1088.0322266,,1,107,1,1,1,6
10559,10559,1996,CA,BLM,BBD,BLM 3,0,6/8/1996 0:00,6/9/1996 0:00,11,,40,36.0332603,8,1,0000D104,1,10,10,6
13996,13996,1996,CA,CDF,RRU,CENTER,27794,6/7/1996 0:00,,14,,,83.5940475,,1,0,1,33,33,6
13103,13103,1996,CA,CDF,MVU,HARMONY,0,6/6/1996 0:00,,14,,,79.0936203,,1,74,1,37,37,6
5585,5585,1996,CA,BLM,BBD,COOK,0,6/5/1996 0:00,6/6/1996 0:00,2,,743,615.6660767,8,1,0000D101,1,15,15,6
12175,12175,1996,CA,CCO,LAC,RANCH FIRE,968352,6/5/1996 0:00,,14,,,47.795578,,1,4,1,19,19,6
8201,8201,1996,CA,USF,SQF,CANYON,0,6/4/1996 0:00,6/5/1996 0:00,9,,3328,3336.3654785,8,1,13,1,15,15,6
7493,7493,1996,CA,USF,ANF,MESA,0,6/3/1996 0:00,6/3/1996 0:00,9,,15,64.6839523,8,1,73,1,19,19,6
13640,13640,1996,CA,CCO,LAC,AGUA DULCE FIRE,968182,6/2/1996 0:00,,14,,,237.7118378,,1,4,1,19,19,6
13995,13995,1996,CA,CDF,RRU,DRIP,27836,6/2/1996 0:00,,9,,,1083.786499,,1,855,1,33,33,6
13998,13998,1996,CA,CDF,RRU,CREAG,27888,6/2/1996 0:00,,8,,,164.4017792,,1,858,1,33,33,6
14058,14058,1996,CA,CDF,RRU,RECHE,27855,6/2/1996 0:00,,2,,,802.7399902,,1,856,1,33,33,6
9358,9358,1996,CA,CDF,BDU,ESCAPETE,165,6/1/1996 0:00,,5,,,208.1903839,,1,0,1,36,36,6
12159,12159,1996,CA,CDF,RRU,SHORT,27614,6/1/1996 0:00,,2,,,683.0131836,,1,837,1,33,33,6
14001,14001,1996,CA,CDF,RRU,PARAMONT,27626,6/1/1996 0:00,,8,,,501.7139893,,1,838,1,33,33,6
5584,5584,1996,CA,BLM,BBD,SIMMLER,0,5/27/1996 0:00,5/27/1996 0:00,7,,100,104.4957123,8,1,0000D095,1,40,40,5
9355,9355,1996,CA,CDF,BDU,LIVE OAK,32724,5/23/1996 0:00,,2,,,51.2621078,,1,337,2,33,36,5
10016,10016,1996,CA,BLM,BBD,7 MILE,0,5/23/1996 0:00,5/23/1996 0:00,2,,2690,2822.0888672,8,1,0000D085,1,40,40,5
10015,10015,1996,CA,BLM,BBD,OVERLOOK,0,5/20/1996 0:00,5/20/1996 0:00,18,,2220,2231.2492676,8,1,0000D084,1,40,40,5
12451,12451,1996,CA,CDF,MVU,PALA,3365,5/17/1996 0:00,,11,,,466.7193909,,1,540,1,37,37,5
11360,11360,1996,CA,CDF,BDU,RECHE,31008,5/15/1996 0:00,,14,,,280.3345337,,1,306,1,36,36,5
11287,11287,1996,CA,CDF,RRU,LAKE,23523,5/14/1996 0:00,,5,,,748.2150269,,1,711,1,33,33,5
11288,11288,1996,CA,CDF,RRU,LAKE - RX AREA,23523,5/14/1996 0:00,,5,,,292.2357483,,1,711,1,33,33,5
11291,11291,1996,CA,CDF,RRU,READ,24380,5/14/1996 0:00,,10,,,101.0263596,,1,714,1,33,33,5
13994,13994,1996,CA,USF,BDF,REED,0,5/14/1996 0:00,5/15/1996 0:00,2,,33,33.4448051,8,1,39,1,33,33,5
8905,8905,1996,CA,USF,BDF,HWY 18,0,5/13/1996 0:00,5/13/1996 0:00,7,,10,4.3322973,8,1,37,1,36,36,5
11290,11290,1996,CA,CDF,RRU,PONY,45316,5/13/1996 0:00,,10,,,1034.5012207,,1,1704,1,33,33,5
13636,13636,1996,CA,CCO,LAC,BOUQUET FIRE,967130,5/13/1996 0:00,,14,,,136.5468292,,1,9,1,19,19,5
5680,5680,1996,CA,BLM,BBD,WIND GAP,0,5/12/1996 0:00,5/12/1996 0:00,11,,245,193.3490295,8,1,0000D058,1,15,15,5
8903,8903,1996,CA,USF,BDF,BADGER,0,5/11/1996 0:00,5/11/1996 0:00,9,,60,9.1371574,8,1,31,1,36,36,5
11289,11289,1996,CA,CDF,RRU,MACK,22660,5/5/1996 0:00,,2,,,295.27948,,1,646,1,33,33,5
2763,2763,1996,CA,CDF,SCU,WESTLEY,1010,5/3/1996 0:00,,2,,,539.3416138,,1,46,1,50,50,5
10014,10014,1996,CA,BLM,BBD,HWY 33,0,5/3/1996 0:00,5/3/1996 0:00,7,,350,431.1924133,8,1,0000D078,1,15,15,5
13634,13634,1996,CA,CCO,LAC,LIMA FIRE,966502,5/2/1996 0:00,,14,,,125.464653,,1,1,1,19,19,5
15238,15238,1996,CA,USF,PNF,CATEYES,0,5/2/1996 0:00,5/4/1996 0:00,5,,10,96.2982483,8,1,8,1,32,32,5
5683,5683,1996,CA,BLM,BBD,HWY 41,0,5/1/1996 0:00,5/1/1996 0:00,7,,3100,3198.4135742,8,1,0000D075,1,16,16,5
11292,11292,1996,CA,CDF,RRU,RICHIE,21973,5/1/1996 0:00,,7,,,182.8863525,,1,619,1,33,33,5
13639,13639,1996,CA,CCO,LAC,HASKELL FIRE,966377,4/30/1996 0:00,,14,,,84.7918243,,1,3,1,19,19,4
11285,11285,1996,CA,CDF,RRU,FAIRBANKS,21559,4/29/1996 0:00,,2,,,126.0707016,,1,598,1,33,33,4
11293,11293,1996,CA,CDF,RRU,UNION,21565,4/29/1996 0:00,,9,,,269.4771423,,1,12457,1,33,33,4
13105,13105,1996,CA,CDF,MVU,WITCH,0,4/29/1996 0:00,,14,,,48.7902832,,1,71,1,37,37,4
13106,13106,1996,CA,CDF,MVU,WEST,0,4/29/1996 0:00,,14,,,40.4441719,,1,72,1,37,37,4
13987,13987,1996,CA,CDF,MVU,OTAY #121,2781,4/29/1996 0:00,,4,,,702.8989258,,1,412,1,37,37,4
5681,5681,1996,CA,BLM,BBD,SKYLINE,0,4/27/1996 0:00,4/27/1996 0:00,11,,19839,20567.9140625,8,1,0000D072,1,16,16,4
5682,5682,1996,CA,BLM,BBD,PANOCHE II,0,4/27/1996 0:00,4/28/1996 0:00,11,,18340,7931.9545898,8,1,0000D073,2,10,35,4
2764,2764,1996,CA,CDF,MVU,SHEEP,2593,4/21/1996 0:00,,14,,,1376.739624,,1,382,1,37,37,4
12518,12518,1996,CA,CCO,VNC,DENNISON PARK,0,4/17/1996 0:00,,14,,,33.7698135,,1,0,1,56,56,4
10558,10558,1996,CA,BLM,BBD,PANOCHE,0,4/15/1996 0:00,4/16/1996 0:00,11,,2000,1277.3070068,8,1,0000D070,1,10,10,4
13988,13988,1996,CA,CDF,MVU,OTAY #28,2368,4/15/1996 0:00,,2,,,811.0831299,,1,273,1,37,37,4
13990,13990,1996,CA,CDF,MVU,OTAY #19,0,4/7/1996 0:00,,14,,,258.5028992,,1,67,1,37,37,4
8661,8661,1996,CA,CDF,NEU,SHIELDS CAMP,0,2/15/1996 0:00,2/15/1996 0:00,5,,,51.0389824,,1,27,1,29,29,2
8901,8901,1996,CA,USF,BDF,SWARTHOUT,0,1/15/1996 0:00,1/15/1996 0:00,7,,15,10.7977343,8,1,10,1,36,36,1
7002,7002,1996,CA,CDF,MVU,HONEY,0,1/10/1996 0:00,,14,,,3387.6171875,,1,66,1,37,37,1
11286,11286,1996,CA,CDF,RRU,IDA,498,1/3/1996 0:00,,2,,,358.7567139,,1,21,1,33,33,1
8902,8902,1996,CA,USF,BDF,NEW YEAR,0,1/1/1996 0:00,1/1/1996 0:00,9,,11,10.7263193,8,1,1,1,36,36,1
9451,9451,1996,CA,USF,TOI,COLEVILLE,,,,,,,2581.4580078,,,32,1,26,26,12
10853,10853,1996,CA,CDF,LNU,GATES,4540,,,14,,,2985.1408691,,1,336,1,48,48,12
10854,10854,1996,CA,CDF,LNU,GUENOC,2556,,,14,,,649.2869873,,1,145,2,17,28,12
10856,10856,1996,CA,CDF,LNU,PORTER CREEK FIRE,947,,,14,,,538.3253174,,1,395,1,49,49,12
12168,12168,1996,CA,USF,BDF, ,0,,,14,,,0.388785,,1,0,1,36,36,12
12169,12169,1996,CA,USF,BDF, ,0,,,14,,,111.2354889,,1,0,1,36,36,12
12171,12171,1996,CA,USF,BDF, ,0,,,14,,,369.6427307,,1,0,1,36,36,12
12172,12172,1996,CA,USF,BDF, ,0,,,14,,,0.3809401,,1,0,1,36,36,12
12173,12173,1996,CA,USF,BDF, ,0,,,14,,,8.1682777,,1,0,1,36,36,12
12768,12768,1996,CA,BLM,NOD, ,0,,,14,,,575.1316528,,1,0000D567,1,18,18,12
13014,13014,1996,CA,BLM,NOD,RAVE,0,,,1,,75,139.6164246,8,1,0000U641,1,18,18,12
13015,13015,1996,CA,BLM,NOD,OBSERVA,0,,,2,,15,31.9991779,8,1,0000U617,1,18,18,12
13647,13647,1996,CA,CDF,MMU,CANAL,13235,,,14,,,753.1835938,,1,0,1,20,20,12
13648,13648,1996,CA,CDF,MMU,COTTON,10391,,,14,,,826.2567749,,1,351,1,22,22,12
13650,13650,1996,CA,CDF,MMU,DAULTON,8974,,,14,,,723.7371216,,1,292,1,20,20,12
13651,13651,1996,CA,CDF,MMU,DAULTON,9745,,,14,,,507.2131042,,1,327,1,20,20,12
13652,13652,1996,CA,CDF,MMU,MCSWAIN,8390,,,14,,,386.2657776,,1,261,1,22,22,12
13993,13993,1996,CA,USF,BDF, ,0,,,14,,,356.308136,,1,0,1,33,33,12
14101,14101,1996,CA,CDF,MMU,MERCY,7706,,,14,,,23526.4257813,,1,238,2,10,24,12
14403,14403,1996,CA,DOD,CRB, ,0,,,14,,,609.6936646,,1,0,1,40,40,12
14404,14404,1996,CA,DOD,CRB, ,0,,,12,,,411.7920227,,1,0,1,40,40,12
14405,14405,1996,CA,DOD,CRB, ,0,,,14,,,193.5654449,,1,0,2,27,40,12
14406,14406,1996,CA,DOD,CRB, ,0,,,14,,,257.4493103,,1,0,1,40,40,12
14609,14609,1996,CA,BLM,CCD, ,0,,,14,,,156.4573059,8,1,0000J741,1,2,2,12
14610,14610,1996,CA,BLM,CCD, ,0,,,14,,,49.0780373,8,1,0000J744,1,26,26,12
17978,17978,1996,CA,NPS,YNP,PW5B,0,,,9, ,,8.3526726,,1,40,2,22,55,12
17997,17997,1996,CA,NPS,YNP,LEANING,0,,,9, ,,15.2771873,,1,112,1,22,22,12
17998,17998,1996,CA,NPS,YNP,TILTILL,0,,,9, ,,25.8087788,,1,148,1,55,55,12
18033,18033,1996,CA,NPS,YNP,ACKERSON (SPOT),0,,,1, ,,30.9527149,,1,120,1,55,55,12
18034,18034,1996,CA,NPS,YNP,RANGER Y,0,,,9, ,,12.064476,,1,10,1,22,22,12
18386,18386,1996,CA,NPS,YNP,KIBBIE,,,,1,20090305,0,292.5964661,8,1,120,1,55,55,12
18404,18404,1996,CA,NPS,LNP,CRATERPNF,,,,1, ,97,153.3604126,6,2,96-08,1,45,45,12
18408,18408,1996,CA,NPS,LNP,CRATER WF,,,,1, ,320,198.8730621,6,1,96-18,1,45,45,12
18754,18754,1996,CA,NPS,YNP,CLARK,,,,,000000000YNP-086,0,10.4976206,,2,,1,22,22,12
18755,18755,1996,CA,NPS,YNP,GREY,,,,,000000000YNP-145,0,15.598937,,2,,1,22,22,12
18756,18756,1996,CA,NPS,YNP,ILL,,,,,000000000YNP-169,0,571.3393555,,2,,1,22,22,12
14990,14990,1995,CA,DOD,AFV,SLC-6,717,8/15/1997 0:00,8/15/1997 0:00,9,,2,2.1774454,4,1,717,1,42,42,8
8273,8273,1995,CA,CDF,MVU,MCCAIN,9111,12/12/1995 0:00,,5,,,301.9305115,,1,1313,1,37,37,12
13813,13813,1995,CA,CDF,MVU,OTAY,0,12/9/1995 0:00,,14,,,64.3228073,,1,63,1,37,37,12
12764,12764,1995,CA,DOD,AFV,SLC-4,1037,12/5/1995 0:00,12/5/1995 0:00,9,,4,5.5950851,4,1,1037,1,42,42,12
12975,12975,1995,CA,CCO,LAC,TOWSLEY FIRE,951811,12/4/1995 0:00,,14,,,818.1845093,,1,11,1,19,19,12
13826,13826,1995,CA,USF,BDF,MIDNIGHT,0,12/1/1995 0:00,12/1/1995 0:00,7,,46,45.8271484,8,1,232,1,36,36,12
12027,12027,1995,CA,CDF,MVU,GRADE,0,11/30/1995 0:00,,14,,,160.9043274,,1,62,1,37,37,11
13909,13909,1995,CA,CDF,MVU,TECATE,8809,11/28/1995 0:00,,4,,,974.9422607,,1,1266,1,37,37,11
